2023-08-17 09:10:17.355104,0,-26.490796558068915,-26.490796558068915
2023-08-17 09:10:17.944578,1,-111.88148476260093,-69.18614066033493
2023-08-17 09:10:18.406713,2,-109.31917927862983,-82.56382019976657
2023-08-17 09:10:18.724923,3,-123.29875266443814,-92.74755331593445
2023-08-17 09:10:19.076664,4,-123.17367272088738,-98.83277719692504
2023-08-17 09:10:19.482951,5,-123.37147033468571,-102.92255938655182
2023-08-17 09:10:19.929380,6,-121.35950915609735,-105.55640935362976
2023-08-17 09:10:20.330426,7,-115.13548004279535,-106.75379318977545
2023-08-17 09:10:20.648353,8,-123.13229347968722,-108.5736265553212
2023-08-17 09:10:21.693287,9,-114.66487963268409,-109.18275186305748
2023-08-17 09:10:22.846035,10,-114.95077371838192,-109.70711748626879
2023-08-17 09:10:23.271482,11,-115.5537896210539,-110.19434016416756
2023-08-17 09:10:36.963061,12,-107.16509773433768,-109.9613215157191
2023-08-17 09:10:51.989685,13,-73.0378185191537,-107.32392844453587
2023-08-17 09:10:52.891031,14,-118.58485581296931,-108.07465693576476
2023-08-17 09:10:53.480124,15,-116.42997051937382,-108.59686403474032
2023-08-17 09:10:54.107455,16,-113.69690667551941,-108.89686654302145
2023-08-17 09:10:54.526955,17,-110.36556033321843,-108.97846064247682
2023-08-17 09:10:55.407696,18,-117.32060511348894,-109.41752087779325
2023-08-17 09:10:56.210558,19,-123.26376358958085,-110.10983301338263
2023-08-17 09:11:13.292384,20,-72.1685256765802,-108.3031040925825
2023-08-17 09:11:14.001179,21,-111.36564906967556,-108.44231068245038
2023-08-17 09:11:32.530310,22,-68.4952715139202,-106.70548289251428
2023-08-17 09:11:33.266367,23,-103.6369117732818,-106.57762576254629
2023-08-17 09:11:34.305424,24,-100.99863862603034,-106.35446627708565
2023-08-17 09:11:35.106794,25,-102.28177766907898,-106.19782440754693
2023-08-17 09:11:35.733088,26,-109.10452639585547,-106.30548003674355
2023-08-17 09:11:36.454203,27,-108.90188489903944,-106.39820878182555
2023-08-17 09:11:55.696349,28,-102.86469049461945,-106.27636332364602
2023-08-17 09:11:56.885398,29,-107.3153357623741,-106.3109957382703
2023-08-17 09:12:11.324905,30,-103.7879534872389,-106.22960727855961
2023-08-17 09:12:12.142464,31,-99.68486089299495,-106.0250839540107
2023-08-17 09:12:26.213089,32,-68.12894409879227,-104.87671607961013
2023-08-17 09:12:38.738572,33,-81.53950306060622,-104.19032746140414
2023-08-17 09:12:39.091962,34,-109.78164798913399,-104.35007947648214
2023-08-17 09:12:39.466326,35,-108.84628713471069,-104.47497413365515
2023-08-17 09:12:39.849724,36,-108.82924749308266,-104.59265719742346
2023-08-17 09:12:40.374084,37,-119.21088311494205,-104.97734735314764
2023-08-17 09:12:40.971155,38,-114.43716773478377,-105.21990685011266
2023-08-17 09:12:41.349654,39,-109.65701746337427,-105.3308346154442
2023-08-17 09:12:41.731282,40,-107.29639744709557,-105.37877517231375
2023-08-17 09:12:42.207369,41,-116.51709634370233,-105.64397329544205
2023-08-17 09:12:42.998077,42,-117.09997737291206,-105.91039199491809
2023-08-17 09:12:56.308567,43,-94.61214135379078,-105.65361357125609
2023-08-17 09:13:10.393570,44,-91.5889933451892,-105.34106645512126
2023-08-17 09:13:12.211094,45,-114.03154490601209,-105.52998989970584
2023-08-17 09:13:12.712546,46,-114.7314716025026,-105.72576610614834
2023-08-17 09:13:13.241209,47,-109.70457007295576,-105.80865785545684
2023-08-17 09:13:14.364813,48,-110.59115660530763,-105.90625987075992
2023-08-17 09:13:15.329404,49,-113.6904241518968,-106.06194315638265
2023-08-17 09:13:16.604145,50,-111.63715629859394,-106.1712610611319
